County	Soil Code	Soil Description	Soil Description
Fremont County	88	Nevin silty clay loam, 0 to 2 percent slopes, rarely flooded	95
Fremont County	133	Colo silty clay loam, deep loess, 0 to 2 percent slopes, occasionally flooded	78
Fremont County	133+	Colo silt loam, deep loess, 0 to 2 percent slopes, overwash, occasionally flooded	78
Fremont County	134	Zook silty clay	65
Fremont County	137	Haynie silt loam, 0 to 2 percent slopes, occasionally flooded	67
Fremont County	144	Blake silty clay loam	90
Fremont County	145	Onawa silt loam	79
Fremont County	146	Onawa silty clay	79
Fremont County	149	Modale silt loam	69
Fremont County	156	Albaton silty clay, 0 to 2 percent slopes, occasionally flooded	52
Fremont County	157	Albaton silt loam, 0 to 2 percent slopes, occasionally flooded	34
Fremont County	192D3	Adair soils, 9 to 14 percent slopes, severely eroded	5
Fremont County	212	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded	91
Fremont County	212+	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	91
Fremont County	233	Corley silt loam	60
Fremont County	234	Nishna silty clay	61
Fremont County	234+	Nishna silt loam, overwash	61
Fremont County	237A	Sarpy loamy fine sand, 1 to 3 percent slopes	7
Fremont County	237B	Sarpy loamy fine sand, 3 to 7 percent slopes	8
Fremont County	244	Blend silty clay	75
Fremont County	255	Cooper silty clay loam	76
Fremont County	268D	Knox silt loam, 5 to 14 percent slopes	65
Fremont County	268E	Knox silt loam, 14 to 20 percent slopes	44
Fremont County	275	Moville silt loam	69
Fremont County	354	Marsh, deep loess	
Fremont County	366	Luton silty clay loam	52
Fremont County	436	Lakeport silty clay loam	86
Fremont County	436+	Lakeport silt loam, overwash	86
Fremont County	437	Cooper loam	76
Fremont County	447	Cott loam	60
Fremont County	448	Cott clay loam	60
Fremont County	449	Waubonsie silty clay loam	68
Fremont County	466	Solomon clay	57
Fremont County	514	Grable silt loam	44
Fremont County	515	Percival silty clay	50
Fremont County	516	Vore silty clay loam	54
Fremont County	538	Carr fine sandy loam, 1 to 3 percent slopes	51
Fremont County	636	Buckney fine sandy loam, 1 to 3 percent slopes	30
Fremont County	717C	Napier-Gullied land complex, 2 to 10 percent slopes	55
Fremont County	820	Dockery silt loam	87
Fremont County	821	Dockery silty clay loam	87
Fremont County	844	Blake silt loam	86
Fremont County	1512	Vore-Haynie complex, 0 to 2 percent slopes, frequently flooded	5
Fremont County	1541	Quiver-Colo silty clay loams, 0 to 2 percent slopes, frequently flooded	12
Fremont County	5010	Pits, sand and gravel	
Fremont County	5040	Udorthents, loamy	5
Fremont County	AW	Animal waste lagoon	
Fremont County	INT	Intermittent water	
Fremont County	SL	Sewage lagoon	
Fremont County	T9A	Marshall silty clay loam, terrace, 0 to 2 percent slopes	99
Fremont County	T9B	Marshall silty clay loam, terrace, 2 to 5 percent slopes	94
Fremont County	T299	Minden silty clay loam, benches	97
Fremont County	W	Water	
Fremont County	Z24D2	Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded	52
Fremont County	Z24E2	Shelby clay loam, deep loess, 14 to 18 percent slopes, eroded	38
Fremont County	Z24F2	Shelby clay loam, deep loess, 18 to 25 percent slopes, eroded	20
Fremont County	Z192C2	Adair clay loam, deep loess, 5 to 9 percent slopes, eroded	33
Fremont County	Z192D	Adair clay loam, deep loess, 9 to 14 percent slopes	14
Fremont County	Z192D2	Adair clay loam, deep loess, 9 to 14 percent slopes, eroded	14
Fremont County	Z1820	Dockery-Quiver silt loams, deep loess, 0 to 2 percent slopes, occasionally flooded	87
Greene County	4	Knoke silty clay loam, 0 to 1 percent slopes	56
Greene County	6	Okoboji silty clay loam, 0 to 1 percent slopes	59
Greene County	27B	Terril loam, 2 to 6 percent slopes	87
Greene County	27C	Terril loam, 5 to 9 percent slopes	85
Greene County	28B	Dickman sandy loam, 2 to 6 percent slopes	20
Greene County	28C2	Dickman fine sandy loam, 5 to 9 percent slopes, moderately eroded	14
Greene County	34	Estherville sandy loam, 0 to 2 percent slopes	23
Greene County	34B	Estherville sandy loam, 2 to 6 percent slopes	27
Greene County	34C2	Estherville sandy loam, 5 to 9 percent slopes, moderately eroded	13
Greene County	34D2	Estherville sandy loam 9 to 16 percent slopes, moderately eroded	6
Greene County	48	Knoke mucky silty clay loam, 0 to 1 percent slopes	56
Greene County	55	Nicollet clay loam, 1 to 3 percent slopes	89
Greene County	62C2	Storden loam, 6 to 10 percent slopes, moderately eroded	64
Greene County	62D2	Storden loam, 10 to 16 percent slopes, moderately eroded	41
Greene County	62E2	Storden loam, 10 to 22 percent slopes, moderately eroded	32
Greene County	90	Okoboji mucky silt loam, 0 to 1 percent slopes	56
Greene County	95	Harps clay loam, 0 to 2 percent slopes	72
Greene County	107	Webster clay loam, 0 to 2 percent slopes	86
Greene County	108	Wadena loam, 0 to 2 percent slopes	56
Greene County	108B	Wadena loam, 2 to 6 percent slopes	52
Greene County	108C2	Wadena loam, 6 to 12 percent slopes, moderately eroded	44
Greene County	135	Coland clay loam, 0 to 2 percent slopes, occasionally flooded	76
Greene County	138B	Clarion loam, 2 to 6 percent slopes	89
Greene County	138B2	Clarion loam, 2 to 6 percent slopes, moderately eroded	87
Greene County	138C	Clarion loam, 6 to 10 percent slopes	84
Greene County	138C2	Clarion loam, 6 to 10 percent slopes, moderately eroded	83
Greene County	138D2	Clarion loam, 9 to 14 percent slopes, moderately eroded	50
Greene County	203	Cylinder loam, 0 to 2 percent slopes	58
Greene County	236B	Lester loam, 2 to 6 percent slopes	85
Greene County	236B2	Lester loam, Bemis moraine, 2 to 6 percent slopes, moderately eroded	81
Greene County	236D	Lester loam, Bemis moraine, 10 to 16 percent slopes	53
Greene County	236D2	Lester loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded	49
Greene County	236F	Lester loam, Bemis moraine, 10 to 22 percent slopes	36
Greene County	256E2	Lester-Storden loams, 14 to 18 percent slopes, moderately erode	31
Greene County	256G	Lester-Belview complex, 22 to 40 percent slopes	9
Greene County	259	Biscay clay loam, 0 to 2 percent slopes	52
Greene County	383	Marna silty clay loam, 0 to 2 percent slopes	69
Greene County	385	Guckeen clay loam, 1 to 3 percent slopes	76
Greene County	458	Millington loam, 0 to 2 percent slopes	57
Greene County	485	Spillville loam, 0 to 2 percent slopes, occasionally flooded	88
Greene County	485B	Spillville loam, 2 to 5 percent slopes	88
Greene County	506	Wacousta silty clay loam, 0 to 1 percent slopes	74
Greene County	507	Canisteo clay loam, 0 to 2 percent slopes	84
Greene County	508	Calcousta silty clay loam, 0 to 1 percent slopes	73
Greene County	566	Moingona loam, 0 to 2 percent slopes	96
Greene County	566C	Moingona loam, 2 to 7 percent slopes	85
Greene County	585B	Coland-Spillville complex, 1 to 5 percent slopes	74
Greene County	638C2	Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded	75
Greene County	638D2	Omsrud-Storden complex, 10 to 16 percent slopes, moderately eroded	53
Greene County	638E2	Omsrud-Storden complex, 10 to 22 percent slopes, moderately eroded	36
Greene County	639C2	Salida-Storden complex, 5 to 9 percent slopes, moderately erode	46
Greene County	639D2	Salida-Storden complex, 9 to 14 percent slopes, moderately eroded	26
Greene County	655	Crippin loam, 1 to 3 percent slopes	91
Greene County	658	Mayer loam, 0 to 2 percent slopes	54
Greene County	733	Calco silty clay loam, 0 to 2 percent slopes, occasionaly flooded	78
Greene County	878	Ocheyedan loam, 0 to 2 percent slopes	92
Greene County	878B	Ocheyedan loam, 2 to 5 percent slopes	88
Greene County	878B2	Ocheyedan loam, 2 to 5 percent slopes, moderately eroded	83
Greene County	878C2	Ocheyedan loam, 5 to 9 percent slopes, moderately eroded	83
Greene County	879	Fostoria loam, 0 to 2 percent slopes	94
Greene County	1048	Knoke mucky silty clay loam,ponded, 0 to 1 percent slopes	55
Greene County	1135	Coland clay loam, 0 to 2 percent slopes, frequently flooded	13
Greene County	1308	Wadena variant loam, 0 to 2 percent slopes	79
Greene County	1585	Coland-Spillville complex, channeled, 0 to 2 percent slopes	26
Greene County	1585B	Coland-Spillville complex, channeled, 2 to 5 percent slopes	26
Greene County	2315	Fluvaquents-Coland complex, 0 to 3 percent slopes	24
Greene County	5010	Pits, gravel	
Greene County	5020	Pits, dumps	
Greene County	5040	Orthents, loamy	5
Greene County	5041	Orthents, reclaimed, 2 to 9 percent slopes	5
Greene County	AW	Animal waste lagoon	
Greene County	INT	Intermittent water	
Greene County	L55	Nicollet loam, 1 to 3 percent slopes	91
Greene County	L62C2	Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	64
Greene County	L62D2	Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded	41
Greene County	L62E2	Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded	32
Greene County	L62F	Belview loam, Bemis moraine, 16 to 30 percent slopes	16
Greene County	L62G	Belview loam, Bemis moraine, 22 to 40 percent slopes	10
Greene County	L95	Harps clay loam, Bemis moraine, 0 to 2 percent slopes	75
Greene County	L107	Webster clay loam, Bemis moraine, 0 to 2 percent slopes	88
Greene County	L138B	Clarion loam, Bemis moraine, 2 to 6 percent slopes	88
Greene County	L138B2	Clarion loam, Bemis moraine, 2 to 6 percent slopes, moderately eroded	85
Greene County	L138C	Clarion loam, Bemis moraine, 6 to 10 percent slopes	84
Greene County	L138C2	Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	83
Greene County	L168F	Hayden loam, Bemis moraine, 22 to 40 percent slopes	5
Greene County	L236B	Lester loam, Bemis moraine, 2 to 6 percent slopes	85
Greene County	L236C	Lester loam, Bemis moraine, 6 to 10 percent slopes	81
Greene County	L236C2	Lester loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	77
Greene County	L256D2	Lester-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded	45
Greene County	L256G	Lester-Belview complex, Bemis moraine, 22 to 40 percent slopes	9
Greene County	L307	Dundas silt loam, Bemis moraine, 0 to 2 percent slopes	81
Greene County	L325	Le Sueur loam, Bemis moraine, 1 to 3 percent slopes	78
Greene County	L386	Cordova clay loam, Bemis moraine, 0 to 2 percent slopes	77
Greene County	L507	Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes	87
Greene County	L638C2	Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded	75
Greene County	L638D2	Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded	53
Greene County	L638E2	Omsrud-Storden complex, Bemis moraine, 10 to 22 percent slopes, moderately eroded	36
Greene County	L655	Crippin loam, Bemis moraine, 1 to 3 percent slopes	91
Greene County	SL	Sewage lagoon	
Greene County	W	Water	
Grundy County	7	Wiota silt loam, 0 to 2 percent slopes, rarely flooded	100
Grundy County	11B	Colo-Ely complex, 0 to 5 percent slopes	86
Grundy County	41B	Sparta loamy fine sand, 2 to 5 percent slopes	39
Grundy County	43	Bremer silty clay loam, 0 to 2 percent slopes, rarely flooded	79
Grundy County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	60
Grundy County	83B	Kenyon loam, 2 to 5 percent slopes	90
Grundy County	83C	Kenyon loam, 5 to 9 percent slopes	85
Grundy County	83C2	Kenyon loam, 5 to 9 percent slopes, eroded	84
Grundy County	83D2	Kenyon loam, 9 to 14 percent slopes, eroded	61
Grundy County	84	Clyde silty clay loam, 0 to 3 percent slopes	88
Grundy County	88	Nevin silty clay loam, 0 to 2 percent slopes	95
Grundy County	96	Turlin loam, 0 to 2 percent slopes	90
Grundy County	118	Garwin silty clay loam, 0 to 2 percent slopes	90
Grundy County	119	Muscatine silty clay loam, 0 to 2 percent slopes	100
Grundy County	119B	Muscatine silty clay loam, 2 to 5 percent slopes	95
Grundy County	120	Tama silty clay loam, 0 to 2 percent slopes	100
Grundy County	120B	Tama silty clay loam, 2 to 5 percent slopes	95
Grundy County	120C	Tama silty clay loam, 5 to 9 percent slopes	90
Grundy County	120C2	Tama silty clay loam, 5 to 9 percent slopes, eroded	87
Grundy County	122	Sperry silt loam, depressional, 0 to 1 percent slopes	36
Grundy County	133	Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Grundy County	135	Coland clay loam, 0 to 2 percent slopes, occasionally flooded	65
Grundy County	173	Hoopeston fine sandy loam, 0 to 2 percent slopes	59
Grundy County	173B	Hoopeston fine sandy loam, 2 to 5 percent slopes	55
Grundy County	174B	Bolan loam, 2 to 5 percent slopes	64
Grundy County	175B	Dickinson fine sandy loam, 2 to 5 percent slopes	50
Grundy County	175C	Dickinson fine sandy loam, 5 to 9 percent slopes	45
Grundy County	177	Saude loam, 0 to 2 percent slopes	60
Grundy County	177B	Saude loam, 2 to 5 percent slopes	55
Grundy County	177C	Saude loam, 5 to 9 percent slopes	50
Grundy County	177C2	Saude loam, 5 to 9 percent slopes, eroded	45
Grundy County	178	Waukee loam, 0 to 2 percent slopes	69
Grundy County	178B	Waukee loam, 2 to 5 percent slopes	64
Grundy County	184	Klinger silty clay loam, 1 to 4 percent slopes	95
Grundy County	184B	Klinger silty clay loam, 2 to 5 percent slopes	95
Grundy County	198B	Floyd loam, 1 to 4 percent slopes	89
Grundy County	221	Klossner muck, 1 to 4 percent slopes	48
Grundy County	241B	Saude-Lilah complex, 2 to 5 percent slopes	48
Grundy County	241C2	Saude-Lilah complex, 5 to 14 percent slopes, moderately eroded	35
Grundy County	377B	Dinsdale silty clay loam, 2 to 5 percent slopes	94
Grundy County	377C	Dinsdale silty clay loam, 5 to 9 percent slopes	90
Grundy County	377C2	Dinsdale silty clay loam, 5 to 9 percent slopes, eroded	85
Grundy County	377D2	Dinsdale silty clay loam, 9 to 14 percent slopes, eroded	62
Grundy County	382	Maxfield silty clay loam, 0 to 2 percent slopes	87
Grundy County	391B	Clyde-Floyd complex, 1 to 4 percent slopes	87
Grundy County	394B	Ostrander loam, 2 to 5 percent slopes	88
Grundy County	394C	Ostrander loam, 5 to 9 percent slopes	83
Grundy County	394C2	Ostrander loam, 5 to 9 percent slopes, eroded	73
Grundy County	399	Readlyn silt loam, 1 to 3 percent slopes	91
Grundy County	404	Thorp silt loam, 0 to 2 percent slopes	62
Grundy County	408C	Olin sandy loam, 5 to 9 percent slopes	59
Grundy County	428B	Ely silty clay loam, 2 to 5 percent slopes	88
Grundy County	484	Lawson silt loam, 0 to 2 percent slopes, occasionally flooded	79
Grundy County	585	Spillville-Coland complex, 0 to 2 percent slopes	64
Grundy County	595	Harpster silty clay loam, 0 to 2 percent slopes	79
Grundy County	620C2	Port Byron silt loam, 5 to 9 percent slopes, moderately eroded	87
Grundy County	620E3	Port Byron silt loam, 9 to 18 percent slopes, severely eroded	47
Grundy County	733	Calco silty clay loam, 0 to 2 percent slopes	77
Grundy County	776C2	Lilah sandy loam, 3 to 9 percent slopes, moderately eroded	5
Grundy County	782B	Donnan loam, 2 to 6 percent slopes	43
Grundy County	933	Sawmill silty clay loam, shallow loess, 0 to 2 percent slopes, occasionally flooded	78
Grundy County	1152	Marshan clay loam, 0 to 2 percent slopes, rarely flooded	54
Grundy County	1226	Lawler loam, 0 to 2 percent slopes, rarely flooded	59
Grundy County	1585	Spillville-Coland complex, 0 to 2 percent slopes, frequently flooded	22
Grundy County	2153	Shandep clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	21
Grundy County	5010	Pits, sand and gravel	
Grundy County	5040	Anthroportic Udorthents, 2 to 9 percent slopes	5
Grundy County	5080	Anthroportic Udorthents, sanitary landfill	5
Grundy County	C133	Colo silty clay loam, channeled, 0 to 2 percent slopes, frequently flooded	5
Grundy County	RIVER	Water, rivers and streams	
Grundy County	T119	Muscatine silty clay loam, terrace, 0 to 2 percent slopes	100
Grundy County	T120	Tama silty clay loam, terrace, 0 to 2 percent slopes	100
Grundy County	W	Water	
Grundy County	WL	Water, waste lagoon	
Guthrie County	6	Okoboji silty clay loam, 0 to 1 percent slopes	59
Guthrie County	8B	Judson silty clay loam, dissected till plain, 2 to 5 percent slopes	93
Guthrie County	8C	Judson silty clay loam, dissected till plain, 5 to 9 percent slopes	87
Guthrie County	9B	Marshall silty clay loam, 2 to 5 percent slopes	95
Guthrie County	9C2	Marshall silty clay loam, 5 to 9 percent slopes, eroded	87
Guthrie County	9D2	Marshall silty clay loam, 9 to 14 percent slopes, eroded	61
Guthrie County	11B	Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded	80
Guthrie County	51A	Vesser silt loam, dissected till plain, 0 to 2 percent slopes, occasionally flooded	74
Guthrie County	51A+	Vesser silt loam, 0 to 2 percent slopes, overwash, occasionally flooded	74
Guthrie County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Guthrie County	54+	Zook silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	69
Guthrie County	65E2	Lindley loam, 14 to 18 percent slopes, moderately eroded	29
Guthrie County	65F2	Lindley loam, 18 to 25 percent slopes, moderately eroded	11
Guthrie County	65F3	Lindley soils, 18 to 25 percent slopes, severely eroded	5
Guthrie County	65G2	Lindley loam, 25 to 40 percent slopes, moderately eroded	5
Guthrie County	69D2	Clearfield silty clay loam, 9 to 14 percent slopes, eroded	32
Guthrie County	73D2	Salida sandy loam, 7 to 14 percent slopes, moderately eroded	5
Guthrie County	76A	Ladoga silt loam, 0 to 2 percent slopes	91
Guthrie County	76B	Ladoga silt loam, 2 to 5 percent slopes	86
Guthrie County	76C	Ladoga silt loam, dissected till plain, 5 to 9 percent slopes	80
Guthrie County	76C2	Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded	75
Guthrie County	76D	Ladoga silt loam, 9 to 14 percent slopes	52
Guthrie County	76D2	Ladoga silt loam, 9 to 14 percent slopes, eroded	49
